sentiment,review_body,product_category
1,"I am very glad i purchased these shorts on sale. bought the coral color in a large. 5'7"" 140lbs with a generous underside and long legs  i usually wear a m or a l in yoga pants. the l here fits really nicely--not too tight and enough length in the inseam so that i don't feel silly practicing outdoors in the park. the rise is also perfect.",Lounge
1,As a dancer and yoga enthusiast i have tried my fair share of leggings. these are probably the best i've ever found. pure + good makes top quality  well fitting leggings that do not slide down  shift around  or become see-through regardless of the physicality of your movement. they breathe wonderfully and have survived one washing with no ill-effects. they are high enough in the rise that i never have to worry about revealing anything i don't want  nor do i constantly have to adjust them to keep,Lounge
1,These pants have a very odd design but they are so soft and so comfortable i could not resist. going on a trip to key west and thought they would be great for the plane ride. they fit true to size. could not pass up as they were on sale.,Lounge
-1,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
-1,I loved how this looked on the model  however  once i tried on in store  i was greatly disappointed. i usually wear a meduim and the small and extra-small were huge on me. there was so much extra material that i was swimming in this. i had such high hopes for this. there were no petite sizes to try on in the store but i am not sure it would have helped.,Outerwear
-1,Not as cute as photos  and too small in chest. i am 5'5''  125 lbs  and the small was too tight in the chest  and i am not large here at all. shoulders and sleeve length fit well. will return. not comfortable  and will need to be able to button it on rainy days.,Outerwear
-1,"I agree with the other reviewer that the belted part definitely gives some great definition for those with a defined waist and that it's a much lovelier color in person  but that's about it for me. thoughts below:  _____________  pros:  - tts. i ordered the medium for my 36c  5'9"" frame and found it sufficient.  - the color is much nicer in person  as the other reviewer mentioned. it's a richer brown. think ""mocha latte"" in terms of color.  - the belt really helps tie it all together and keep it",Outerwear
-1,"I totally agree with the last reviewer. i'm 5'2"" 115 pounds with somewhat wide shoulders. the x-small fit my torso but was so tight in my shoulders i couldn't move my arms. the small was better but was too big in the torso. the material itself was really nice. too bad the fit was so awkward and unflattering.",Outerwear
-1,This coat is awful  just awful. i bought it based on the reviews  my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat  it was also stretchy and the buttons super easy to wear  but the look  style  and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!,Outerwear
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,I had been eyeing this coat for a few weeks after it appeared in the email  and i finally decided to purchase it to treat myself. i was very excited to get it  as it is a beautiful coat online. however  once i received it i was very disappointed. the material is much thinner than i would expect for something that cost $168  and when i went to button it the button slipped right off the thread it was sewn onto the coat with. i checked the other buttons and all of them were loose as well.     perso,Outerwear
0,I love the pattern on this jacket and enjoy the bell shape. a fun jacket to through on and add quick style to a skinny pants.,Outerwear
0,This would be perfect except for the ridiculous attached scarf. the material is so soft and luxe. the colors are richer in person and perfectly go with everything. but the attached scarf ruins everything!! the scarf is not flattering and takes away form the cute buttons on the front. if the scarf could be removed it would be a great sweater coat. so disappointing.,Outerwear
0,Wow  this runs small! i'm thinking the accidentally sent me an xxs?!?,Outerwear
0,I wanted to fall in love with this jacket! i'm an xs or s in retailer brands so i ordered this online in both sizes. when i received it i felt the fabric and immediately loved the color and texture. creamy white (not too stark) and so incredibly soft! the length was the same as on the model which is what i wanted because being 5'2 113# many jackets swallow me. i have narrow shoulders and unfortunately this jacket was too broad and puffy for my frame  and i looked like a marshmallow. the xs was the,Outerwear
0,It seems this coat could have been manufactured under a smaller spec size because the size large looses shape and where it hits on the waistline is unflattering. quality is high however,Outerwear
0,What a let down. this is not what i would call a coat but a sweater. it is unlined and very lightweight. the fit was cute and would have been so great if it was actually a coat.,Outerwear
0,I loved this vest from the moment i saw it. sadly  though  it runs way too large. i first ordered it in a small and then an xs when it popped back. even the xs was too large around my shoulders and waist. the color was also a bit more beige than in the photos  which was ok  but i had to return it because of the size.,Outerwear
0,"I loved this trench on the web site  i couldn't wait until it arrived and was even happy to pay full-price to get it! it unfortunately just didn't complement my 5'2"" 135 lb curvy figure as i had hoped. it was definitely much fuller on the bottom which added unnecessary bulk. i have narrow shoulders and it was snug and uncomfortable with a simple tank top on. i hung it in my closet for a few weeks  tags intact  continuing to try it and each time it just wasn't working. it also had many stray thre",Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
1,I have a gala to attend next weekend and can't wait to wear this beautiful cape. i'm a big fan of nanette lepore clothing and this cape does not disappoint. it is absolutely beautiful....chic and elegant.,Outerwear
1,This cape is stunning! the perfect addition to any closet. it can be worn to a formal or out to dinner with jeans. the fur is so soft and the quality is superior. it has real fur hooks (four) to close it and the side pockets are adorable. definitely a buy and a bargain on sale!,Outerwear
1,This vest is so cute and a perfect transition piece for fall. it runs a little big. i normally wear an xs  but i had to exchange for an xxs,Outerwear
1,"I ordered xs petite. which they are sold out of. but in case you are a different size i wanted to write a review. i'm 5 feet tall and 120 lbs. i am 34  d so busty. the petite did not overwhelm me. the pockets do open. you're supposed to cut the little threads out. ask a dry cleaner or an retailer stylist for help. i like that there is a little ""stiffness"" to the cape. it has holes for your arms. not a poncho. your lucky if they have your size!",Outerwear
1,The quality of this jacket is outstanding. color combination is very chic and sophisticated. jacket is warm but not bulky.,Outerwear
1,This jacket is really cute! however  the mesh is really fragile. i've had the jacket for a month and noticed a huge tear down the back shoulder. it doesn't fit me tight so i'm not sure how it happened. every time i wear it i'm super paranoid about snagging it on something. like i mentioned before  the jacket is cute. it's lightweight and the design is unique. but if you want to get more than an occasional wearing out of this then don't bother. i'm hoping i can return it otherwise that's a lot of,Outerwear
1,I love this vest! it's perfect for day and dress up for the evening. very comfy!,Outerwear
1,Love this cost! runs large. usually wear a medium or large  ordered a medium and had to exchange it for a small. fits perfect now. not very heavy so don't buy if you're looking for a warm coat.,Outerwear
1,"I love this coat but it does not work for my body type. it is a beautiful coat and of very good quality. it has a wonderful lining which is so nice to see as many of the ""coats"" retailer is carrying right now are not lined. the coat is soft and feels so good. it seems to run true to size. i would have purchased this if the button placement were higher up. the button closure is right at my hips ( i am 5'6"" for reference) and i am pretty curvy. when open  the coat looked great but when i trie",Outerwear
-1,"These are horrible pants!!! they run small in the thigh and butt like other cartonnier crops. look great at first....after a few hours of wear the stretch out everywhere!!! absolutely terrible! i have several pairs of cartonnier crops that are my ""go to"" pants  but these are not worth even the sale price! i'd give them no stars if i could!! this fabric is very different from my other printed pairs. if u must try them  size down and suffer through the first few ""tight"" hours! trust me...they will",Pants
-1,Let me start off by saying that i really  really wanted this jumpsuit to work as it looked good on me and was tts (got a 6p). unfortunately  it didn't work out due to the two buttons at the top which break way too easily. i had to return it and exchange for another jumpsuit but it did me no good as the second one did the very same thing so i didn't even bother trying it on. the buttons broke through before i even got the chance as the material is far too thin and the back of the buttons just pop,Pants
-1,I am floored by all of the positive comments about these culottes! i can see that they would work for someone who is rail thin and has no hips... but for those of us with curves (i'm a size 12  hourglass)  these are very unflattering. they made me look like i was carrying an extra 20-30 pounds  just around the hips! so bummed because they look so cute on the model.,Pants
-1,These look much cuter in the picture than in person. i found them to be very thin and cheap looking. i am pretty sure you could find a similar pair at a budget department store.,Pants
-1,I have a similar pair of capris from retailer and when i ordered these i thought they were the same in a different color. these are less flattering and i may not keep them.,Pants
-1,I love relaxed-fit wide leg pants with some pockets and draw string  so naturally i was super excited to see these. i got them in gray and they felt and looked perfect right out of the bag  material was soft and flowy but not too thin. unfortunately the sizing is completely off unless i got a defective pair  i got my usual size l and they felt like s or smaller  i barely could get them on and i could not zip up. i'd need at least two sizes larger for them to fit at all. very disappointed  will l,Pants
-1,I waited three months for these pants. when they finally arrived  i was mostly pleased. they seemed like the staple pant everyone is raving about. and they should have been.  problem one: they bag out. i got one wear out of them before i needed to wash and hang to dry (regained shape then).  problem two: the crotch split! in the front! i'm a teacher. i sincerely hope no one noticed! i read other reviews about this problem and don't know if i got a bad batch or if a similar fate is awaiting other,Pants
-1,I adore the feel and cut of these culottes  but the quality has diminished my faith in retailer. picks  piles  and serious wear and tear after just one day. i feel as if i wasted my money.,Pants
-1,This romper is cute  well-made and true to size  but i haven't figured it out how to put this on without having someone tie the back ties. which pretty much means that going to the bathroom is not an option while you have this romper on. not sure what the designers were thinking here. i'm returning this one.,Pants
0,"I finally ordered this at this incredible mark downed price...but i see why. it is cute  but serious size issues  i have a bust but smaller everywhere else but i did order up because of it being a jumpsuit...i would have needed 6"" more to even zip the top part! i have many trendy jumpsuits in my closet and this is a first! if you are flat chested you may want to try at this great price as it would be a great piece for sitting by the fireside next fall/winter...never too soon to plan ahead!",Pants
0,"I love jumpsuits and was excited about this one because i liked the print/colors and that it's long-sleeved. i ordered my usual medium size (i'm a solid medium). it was a tad tight in the rear/thigh area (not flattering when you have a thin material which shows every bump unlike jeans) but the length (i'm 5'5"") and top fit well. i returned it and ordered the large but the waist was huge (and that's coming from a person with a bit of a tummy bulge) and there isn't anything to cinch the waist in.",Pants
0,"This pant is beautiful and fits great except for the waist. it is too big. i carry all my extra weight in my waist too. 5' 6 1/2""  150lbs  straight and up down figure. the waist gapped in the back almost 2 inches. otherwise this is a great pant  if you have a well developed bootie  maybe they would fit. ordered a 10 by the way. if they make it to sale  will purchase again and take to tailor. they are a well constructed lovely pant.",Pants
0,Run large and leg is very wide. even sizing down  they seemed too floppy.,Pants
0,"Absolutely love the cut and design of these pants! fit so well and unique pattern at the ankle however  as is the case with many white pants  so disappointed when i tried them on at home and could see my underwear (nude color!) the pants are beautiful in every way except that they need to be lined! going back - may order the black since they're not likely to be ""see through!"" disappointing! was hoping to wear them to a dinner party!",Pants
0,I purchased these on sale and am only keeping them because they were such a low price. i ordered the 2 petite  but they do not actually seem to be made for a petite person. they are still very long (to my ankles) and the legs are very wide. the waist fits fine though.,Pants
0,This is a pretty jump suit  true to size  looked flattering on me  lovely soft tencel like fabric and pretty design fabric. however  the sides are cut too deep and it's impossible to wear a strapless bra or any kind of bra without the bra showing. i tried without one and that definitely doesn't work  so back it went to the store.,Pants
0,Super cute pants but pleats fan out too much when you are pear shaped. i would also need to shorten pants too look like the picture.,Pants
0,"I read the other reviews before i purchased this jumpsuit because it's very cute. as another 5'3"" reviewer mentioned it will be longer so for me that's a plus but i have thighs  not huge but regular well proportioned woman thighs and boobs. it was a little tight but doable around my thighs but my boobs got ""lost in the sauce"". i gotta love it to keep it and i don't. it's a great print and fabric though.",Pants
1,"I just received this jumpsuit and was so excited.  unfortunately it is too small and will have to go back.  the top is so cute and the material is thick so no need for a bra which i really liked.  it runs short in the stride and also in the top.  i ordered a petite since i am only 5'0"" tall and was very surprised how short the stride was.  the length was great and would love to have been able to kept it.",Pants
1,"I loved the jumpsuit the moment i saw it in the catalogue and luckily there was one returned to the store near me! i am 5'10"" and 140 pounds. the small fit perfectly  but the zipper on the top section was so difficult to use that i would need help every morning to get dressed. the zipper was missing a couple prongs and i had to make the return.",Pants
1,"1. i'm 5'5"" tall  145 lbs  and 38-32-40 and the size 30s fit me perfectly.  2. the hyphen chino is my favorite pant. just stretchy enough. just casual enough without being sloppy. just nice enough to wear to work.  3. i bought both pinks and the moss. the turquoise were too big in the waist for some reason  but the color  while gorgeous  didn't work with the rest of my wardrobe.",Pants
1,I am an retailer employee  i love this romper and suggested it to several of my regular ladies the day it arrived in our store. they both loved the piece before they tried it on...the jumpsuit is so cute and has the special flair of a piece you would expect to find at retailer. the piece is lined which is an added bonus but there is where the issue with the jumpsuit arrives. the lining is to short makes it feel awkward. i ordered the xxs petite  and it fits perfect  except the inside l,Pants
1,I am so glad i ended up with these pants. wasn't ready to pay full price but ordered them immediately on sale & realized they were definitely worth every penny of full price. they are so soft & have so much detail. these pants are just gorgeous. i'm 32 and can't wait to wear these to cabo!! they may run a little large.,Pants
1,Very comfortable. im 5'2 so i ordered the petite and its a perfect length. no need to roll up. slightly slim fit but not overly tight. typically order everything online and didn't need to return. ordered charcoal color which is simply a faded black/dark grey.,Pants
1,"I love this jumper! i'm 5'1"" and the 00p fit beautifully. i needed no alterations. i found it true to size. i can see that if my torso was any longer  it wouldn't fit though. i found the quality of the fabric was nice  it just gathers slightly  but you can see that on the model too in the photo. that doesn't bother me.",Pants
1,"So so cute. i am 5' 7"" 150-155lbs and the 10 fit me perfectly. i expected the m or 10 to be too small. wore them the first day i received them. i have a large waist 34"". hips about 39"" and the 10 fits great  not tight. love the material and the workmanship is tops. i think they are a great buy especially on sale. wore them with a hei hei jacket also on sale  can't get much better.",Pants
1,I'm so glad i tried these on at one of my local retailer stores. i didn't really think much of it online but they have a much nicer look and cut in person. i got the navy blue in size 27 which fit tts. i got a regular size vs. the petite size which i usually like to go with because i'm short but i actually found that they fell very similar to the model's length shown online. they seem so versatile  i'm looking forward to wearing these!,Pants
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,Pilcro stet roll ups are my fave! i have about 5 or 6 pairs and i needed a replacement for my light wash so i went in the store and tried these on. wow has the quality changed. the denim is a lot lighter in material  now  the wash isn't as real  almost like i'm wearing jegging shorts. these were my favorite but now i'll have to look for light wash denim shorts elsewhere because these new ones just wont cut it anymore! why  pilcro?? the sizing is about the same  they run a little large due to the,Shorts
-1,I love the way these shorts fit and look; very comfy  but after laundering one time  the lavender color became blotchy. used regular detergent in gentle cycle and it looks like someone poured bleach on them in random areas & they are unwearable! i have several colors  but the only color that was a problem is the lavender. $58 for one wear was a waste. i hate to leave negative feedback  but be careful with laundering.,Shorts
-1,These are my all time comfiest shorts and i am obsessed with the lavender color. sadly  using free and clear detergent on a cold  delicate cycle made the color turn splotchy  and they are unwearable. this happened once and i exchanged for another pair  but i'll be returning this pair. i'll be sad to see my favorite color go  but there is obviously a defect in the dye used. maybe i'll try another color!,Shorts
-1,"These looked really interesting online and with the multicolor stripes i thought it would pair nicely with many tops.     the fabric is nice and sturdy. the colors are more vibrant than online.     the design however is terrible. when i put them on i double checked to make sure they weren't on backwards- the back is flat as a board but the front has these poofy pockets. the poor fit with the bright stripes gives a ""1920s circus diaper"" look which is not good.     they're also really tight compar",Shorts
-1,This pants the worst short that i ever had!!  i bought ;this short last week and i laundry it yesterday and it came out lost color!!  i was really shock definetly will return it to store.  fyi  i never use chrolox or bleach when i laundry.,Shorts
-1,Shorts don't fit me like they did the first time and i've only worn them twice! the material isn't what is use to be. it stretches out to fast. i don't think i will be buying these again. wish i could take them back.,Shorts
-1,These shorts just didn't work for me. i loved the embroidery and the color  but i just don't have the curves for them. try these if you have an hourglass or fuller figure.,Shorts
0,"I'm 5'4""  130 lbs  curvy and fit. i'm usually a size 6 but when i tried these shorts on  they were tight. i sized up to an 8 and they looked better. but overall the fit was not flattering on a petite  curvy frame. i think these shorts would work on someone taller and a bit thinner in the thigh area.",Shorts
0,I wear an 8-10 and these are a little big on me  which is surprising. they also don't lay really flat in the back. the pockets are inside in the back  in side two layers  and don't lay very flat. the crotch is low and rides up when i walk.  i'll probably wear them again  but i'm not totally thrilled by them.,Shorts
0,"I wanted to love this romper  but it just wasted right for me. i am 5'5""  135lbs  34c  curvy/muscular frame and ordered size small. i may have liked it better with more room in the medium  decided to return. i still recommend trying this product  but it wasn't for me and my hips!",Shorts
0,These run very large.  i wear a 25 or 26 in paige jeans  and the 25 in these shorts were way too big.  i fear if i got the 24 they would be a little short.,Shorts
0,"The shorts are very cute  very nice quality and intricate detailing! the sizing is tight in waist and very big in legs not flattering at all. i'm 5'1""  115 lbs. they are going back.",Shorts
0,I love the quality and colors of this romper; however i have a long torso and the top part was just too short for my body style. it made the bottom part pull as well. overall the fit just wasn't right for me. i did love the material and it is a very nice piece.,Shorts
0,I am somewhere between a 24 and a 25 (i have narrow hips but an average waist)  so i was happy to find that these worked for me in me in a 0. i loved the blue color as an interesting neutral. they did stretch out a little with wear  but i still felt like i looked good by the end of the day. i typically really like cotton/linen blends as i can usually wear them out of the dryer if i'm going for a casual look - a few wrinkles with linen doesn't bother me. but these. oh my. when i pulled them out o,Shorts
0,I too  was dubious about the dry clean only label but purchased it anyway because it was really cute and comfortable.  the shorts part is lined which is nice.  not see through.  the waist is a smocking with elastic.  it's also very thin thread.  the first one i tried on had a couple of stitches ripped in this waistband and because of that the fabric sort of bubbled out.  i bought a different one knowing it was delicate.  this isn't a romper your going to want to shimmy over your hips because of,Shorts
0,"I tried this in a size medium. i have purchased several rompers this summer and that's usually the size that fits (i'm 5'4"" and hover around 130lbs). i'm short waisted. i don't have a long torso but this just fit. if you look at the model in the pic  she's bent to one side giving the look of blousing at the top  but if you stand upright  it's very straight and smooth. i could get it to blouse over the waist but then i had to pull the bottom up so high the shorts became way to short. i like the m",Shorts
1,"I love this so so much. i'm 5'1"" with a short torso and post baby 34d boobs. the 6 petite is perfect. it's the first romper i found that fits me in the crotch  height  and leg area. so excited to wear this!",Shorts
1,Bought these a week ago at full price to take on vacation. love them i see they are now 1/2 price if they came in a different color would get a second pair,Shorts
1,Love these shorts! not too tight and not too short! they match so many tops! tts for my hard to fit figure! great for weekends  vacations  and just to be adorable in!,Shorts
1,Love these shorts. they do run large  i wear a 29 in pilcro and the 28 in these shorts fit comfortably with a bit of room to spare. the turquoise is definitely green  and not as bright as what i see in the online photo  but still a nice color. they have a funny smell but i'm sure that will wash out.,Shorts
1,This is the first romper i've ever purchased and i'm instantly in love. it's flows  the colors are vibrant and the pockets are practical. looking forward to wearing it for the rest of the season as well as next year.,Shorts
1,Fell in love with this romper online  but since a few reviewers mentioned it ran large  i wanted to try it on in the store. this romper is even better in person! extremely flattering  delicate details and lined! it's adorable! i am glad i tried it on in the store. i am usually a size 6/medium  but the small worked better for me. i know this will be a staple of mine all spring and summer.,Shorts
1,These run a tiny bit large  but i'm still keeping them. they are so soft and comfortable!,Shorts
1,The romper was really quite and looks just like the picture. quality felt good too. but when i tried it on the sleeves just didn't look right on me. they were too long and too big. for that reason i decided to return it.,Shorts
1,I saw this romper online and knew i needed it as i love flannels and i love rompers. it's super comfy. i bought with the intention of wearing it out  not just around the house. i think in the fall it will be cute with high socks and boots but as i just got it  i've been opting for tights. lots of compliments so far. i got a small because i didn't want it to be too short  it fits well.,Shorts
-1,It is a shame when a product such as this is left on the website after so many comments reveal the item to be more defective in production than an opinion of size proportion. i read the reviews so had expected the item to run small so i ordered accordingly...this does not run small-this is not representative of any of the three categories one associates with women's apparel sizing. i am usually a small and the description by previous reviewers described the fit as being perfect for me-very small,Skirts
-1,"The color is nice and the material is what you might find used by a high school drama club with a low budget - a very cheap polyester. on top of that - it is unhemmed and unfinished in any way - so you can bet  that about the second or third wearing there are going to be runs all through the thing. i've attached a picture of the ""hem"" below. on top of that - the ruching is awkward (as mentioned by another reviewers). all in all - kind of terrible.",Skirts
-1,The skirt is just okay. the design is great but the material is extremely thin and see through. there is a slip which goes to mid-thigh- very strange and felt weird as well. the pleats are okay but not great. overall  it is not worth paying full price for or anywhere near that. and again  be wary of it being see through.,Skirts
-1,The skirt is totally see through unless you wear a slip. even though it has a built in slip  it is still see through. the problem is that the slip is made out of the same super thin polyester material as the outside skirt. if it wasn't see through i would keep it.,Skirts
-1,I ordered this skirt because it looked cute and versatile. when it arrived the pleat in front (shown in the center) was far to the right so the overall look was crooked. not sure if it was a quality control issue or if that's the true design but it will have to go back. too bad because i had high hopes!,Skirts
-1,What an adorable and frustrating skirt! i'm not a large person: 32d-26-36. and i ordered my normal size small. this is a pull on skirt  and the waist opening could not accommodate either my shoulders or my hips. in most retailer clothes  i'm either a size 2 or 4; i have to agree with the other reviewer. there is no way to put this item on.,Skirts
-1,This skirt looks great on  i didn't even think before buying it  planning to wear it all summer. so the aesthetic is great. quality and design  not so much. you get exactly one good wear out of it before the folding absolutely disintegrates  it is not sewn in or built to last.     then  it looks like a cheap sarong over a cheap miniskirt. i thought the dry cleaner might be able to fix it  but they said they would have to resew the whole garment  not exactly what you want to hear with almost bran,Skirts
-1,I was so curious to see this skirt. it looks just like pic. really gorgeous bold pattern and a faux suede like fabric. my only problem was that i thought there was too much fabric. i love maxi skirts. i am 5&#39;8&quot; and 136 lbs. it was a bit long on me but just had too much fabric. i have slim hips but this made them look larger. skirt is almost ballroom gown like in its fullness. loved it and someone else might love it but for me  it was too much. wish it worked!,Skirts
-1,Even following the care label exactly  it shrunk ~3 inches in the length and overall in the diameter. i had to return this since i am tall and it looked more like a work-inappropriate mini after the first wash.,Skirts
0,It is a very pretty skirt but arrived extremely wrinkled and the waist is very fitted. overall i probably would not have purchased it if i had actually seen it in the store.,Skirts
0,I tried this on in the store  and the fabric is lovely - so  so soft and drapey. the skirt is very flattering - good length. but the zipper! the zipper was already ripped away from the fabric  so i wasn't able to purchase it. such a shame.,Skirts
0,"I didn't realize when i ordered  that the hem is unfinished below the seam.. i'm not a fan of this look  especially in a more expensive skirt. the fabric is nice and flowy.. but i do feel there is maybe too much of it(which may be a plus if you wanted a fuller skirt) and that the waist runs slightly small. i am normally a 10-12 and ordered the large and it fit at my natural waist  rather than hanging lower and looser like other styles in this shape. i am 5'7"" and i do like fuller skirts  but was",Skirts
0,There is nothing special about this skirt. it's plain and incredibly dowdy looking. long and wide. i am usually between a small and medium. after reading the other review that said the waist ran small i went with a medium. it fit fine in the waist/hips.,Skirts
0,Really was excited to get what i thought would be a very versatile piece. unfortunately because i have ample hips  the skirt just made me look very wide overall. in addition  i am short at 5'2 so the length was also not flattering plus it is high waisted - it was just a lot of denim on me that made me look too wide and even shorter.,Skirts
0,I loved this but couldn't believe how small it was.,Skirts
0,I can't figure out if this skirt is supposed to be high-waisted (if so  it's too big but the length works)  or if it's supposed to sit on my hips (fits well but too long). but the material is really comfortable  and the design is different in a good way.,Skirts
0,"Cute design with interesting details. i felt it ran a bit large. i'm 5'8""  135 lbs  an 8 was too big and baggy. my biggest complaint with this skirt is the color. it's just not flattering.",Skirts
0,Great colors and not too voluminous. lined whig will be great for fall but the downsides are the huge elastic waist bc it'll require a belt or something over it (looks v casual alone) and even with a perfect fit it gives a bit of muffin just bc it's a huge piece of elastic. i've literally tried this on on two occasions trying to convince myself it it. lol but it's not worth it at the current price.,Skirts
1,I honestly can't say enough wonderful things about this beautiful skirt. it is so soft and comfortable  very flowy and flattering  i have a smaller waist but wider hips  and this accentuates all of my best features! i highly recommend this skirt for any occasion! i wore it to my bridal shower and got soo many compliment and i really couldn't stop touching the material. what a wonderful addition to my closet!,Skirts
1,I was really pleased with this skirt. the lightness of the fabric is nice and the colors matched the photos. i was initially concerned that it might be stiff and uncomfortable  but it feels like it has a bit of stretch and offers some good movement. sometimes retailer skirts seem to run small to me  but this fit perfectly in my regularl size.,Skirts
1,"I love this skirt! i wasn't sure about the mix of the back pattern with the front but it works! it is great for work at a less conservative place and for dinners out too! the quality is great - the skirt is a fine silk  ant it is lined  so you don't need a slip. i think it fits perfectly for my body type  and while it runs big compared to typical retailer sizing  it is true to size compared to other stores in the petite sizes anyway. i am normally a 0 petite  5'2""  104  waist 24.5""  hips 34",Skirts
1,Really cute  really comfy  great color  love the oversize buttons! all around just a great skirt. nice shade that goes right into fall. i have several of this style skirt and love them all!,Skirts
1,The pictures do not do this skirt justice! it is reminiscent of the vintage mexican circle skirts with a pretty lace design. the fabric is nice and light and it is a lot of fun to wear.  it is definitely one to consider washing by hand. i put mine in a lingerie bag and washed it on the gentle cycle  but the bottom edge of the lace frayed a bit. it is nothing a pair of scissors can't fix  but to avoid any further damage  i will be washing it by hand in the future!,Skirts
1,This is a great casual skirt for summer  color pairs well with many tops.,Skirts
1,I love this skirt so much. it's so comfortable and flattering. the button design along the sides is adorable. it's got a liner inside the skirt that ensures that it's not see-through in anyway. it's a great buy.,Skirts
1,I love this skirt! fits like a dream  fabric is soft  light  and drapes perfectly. i bought the skewed pullover to wear with it and the colors are perfect. my new favorite summer outfit.,Skirts
1,"The skirt looked orange online  but is more of a nice red (i do like orange too though). i had orginially palced this in my basket as a to order later to see  but my store had it. glad because i would have ordered petite  adn i do think that would have been too short for me (not appropirate for work or (in my opinion0  my age). the skirt (size 0 regular)  fit my waste  and fell about one inch above my knee. i am 5'1.5"" (115 lbs if it helps#... so petite would have been short.  the only thing tha",Skirts
-1,I ordered a size large  however as a large  my chest is large as well. this nighty barley covered me (in the chest region). the rest of the body fit well.,Sleep
-1,This one pulled across my shoulders and neck in a creepy way. did not like the way that it fit. returned,Sleep
-1,"I ordered these in m (5'8"" 140 lbs.) and they are tts: they fit well and are neither tight nor loose. the issue that i have with them (and the reason that i sent them back) is that the material  although comfortable  is completely transparent; if i were to try to run out to get the mail in these  the whole neighborhood would essentially see me bottomless! furthermore  these are not white but off-white (and quite a yellowy off-white  at that)  so these loungers don't look as cute with the feature",Sleep
-1,I loved these pants - super soft and cozy and perfect for winter. i've worn them a handful of times and have washed them maybe twice max and they already have 2 holes! they don't say handwash and my washer/dryer is brand new and pretty gentle on my clothes. maybe i just ended up with a bad pair  but i found the quality to be disappointing :(,Sleep
-1,I was so excited to get this robe in the mail but was beyond disappointed when i opened the package. the fabric is extremely stiff and thin. the fabric felt like something curtains would be made out of and the white background was see through. the robe is very short and cut small in the shoulders  therefore it looked like i was wearing a piece of children's clothing. i also ordered the matching pj pants but didn't even take them out of the package after seeing how rough and see through the mater,Sleep
-1,I'm very disappointed in the quality. it seems more like a pajama than a tunic. definitely not worth 100.00 dollars. i plan to return it.,Sleep
-1,After reading the reviews i placed an order because it was the only top that caught my eye on the entire price downs. lately all my usual l/10 sizes from retailer turn out huge so i ordered a size smaller from what i usually wear. all would have been ok if the top wasn't so darn short. for reference i'm 6 ft tall  160 lb. it's weird that this top looks completely the opposite of the model on the photo  from a loose looking fit with longer sleeves looking like a stylized sweatshirt that is not what,Sleep
-1,Much lower quality than other robes i have purchased,Sleep
-1,I gulped when i put this in my bag during retailer days because the price was still too much but thought this has to be wonderful to charge so much  right? boy was i wrong. this is a sweater knit with a very deep v-neck that's incredibly boxy and unattractive. the knit shed all over my pants in the few minutes i had it on. i ordered in xl  having never tried this designer and that was a mistake because i generally wear large or medium. it was swimming on me. the stripes aren't as cute in real life,Sleep
0,If the sweater looked as it does in the picture  i would keep it. however  it was very boxy and short  a style that does not work for me at all. i'm 5 ft. 6 in. and ordered the medium. i suspect the sweater on the model may be clipped back to make it look more form fitting. unfortunately i will have to return the sweater.,Sleep
0,This product is incredibly comfy and perfect for getting cozy however the sleeves were sort of loose and did not look cohesive with the grey. props on the draping though  that was lovely.,Sleep
0,Very pretty  romantic,Sleep
0,This jacket is very cozy but i had to send it back. i think it will be great on a taller person.,Sleep
0,Just got these today because they were a steal of a deal with the sale on sale. was super excited because the pattern is adorable! i put them on tonight and noticed that they  firstly  aren't eloise like i assumed they would be  and secondly  that they weren't as soft as i had expected. all of the retailer/eloise pajamas i have purchased in the past have been so soft and comfortable - you don't want to take them off! did i get an off pair that just happened to not be as soft? i'm not sure  but i'm,Sleep
